so_id,so_number,customer_id,warehouse_id,order_date,requested_delivery_date,actual_ship_date,status,total_amount,shipping_cost
279,SO-2024-000279,104,4,2024-01-10,2024-01-15,2024-01-13,Delivered,148844.05,90.65
280,SO-2024-000280,88,3,2024-01-10,2024-01-18,2024-01-11,Delivered,98687.79,52.73
281,SO-2024-000281,125,4,2024-01-10,2024-01-17,2024-01-14,Delivered,1400.22,28.96
282,SO-2024-000282,80,1,2024-01-10,2024-01-21,2024-01-15,Delivered,22651.44,83.97
283,SO-2024-000283,44,3,2024-01-10,2024-01-24,2024-01-14,Delivered,110529.05,11.36
284,SO-2024-000284,132,1,2024-01-10,2024-01-18,2024-01-14,Delivered,114153.7,90.76
285,SO-2024-000285,110,1,2024-01-10,2024-01-16,2024-01-13,Delivered,1234.38,85.53
286,SO-2024-000286,87,2,2024-01-10,2024-01-16,2024-01-12,Delivered,246904.18,99.06
287,SO-2024-000287,61,4,2024-01-10,2024-01-23,2024-01-15,Delivered,35877.17,98.7
288,SO-2024-000288,29,3,2024-01-10,2024-01-23,2024-01-13,Delivered,148523.53,79.63
289,SO-2024-000289,68,1,2024-01-10,2024-01-17,2024-01-14,Delivered,310274.93,95.83
290,SO-2024-000290,70,5,2024-01-11,2024-01-18,2024-01-12,Delivered,224422.59,10.5
291,SO-2024-000291,107,2,2024-01-11,2024-01-17,2024-01-12,Delivered,135321.85,54.49
292,SO-2024-000292,94,4,2024-01-11,2024-01-17,2024-01-14,Delivered,161846.73,13.45
293,SO-2024-000293,22,4,2024-01-11,2024-01-21,2024-01-14,Delivered,2036.2,11.15
294,SO-2024-000294,102,2,2024-01-11,2024-01-15,2024-01-16,Delivered,37575.03,94.34
295,SO-2024-000295,61,3,2024-01-11,2024-01-15,2024-01-15,Delivered,45987.36,74.98
296,SO-2024-000296,42,4,2024-01-11,2024-01-23,2024-01-15,Delivered,23405.91,65.09
297,SO-2024-000297,75,1,2024-01-11,2024-01-15,2024-01-14,Delivered,5542.2,76.67
298,SO-2024-000298,37,2,2024-01-11,2024-01-14,2024-01-14,Delivered,11708.83,29.72
299,SO-2024-000299,47,1,2024-01-11,2024-01-21,2024-01-14,Delivered,10350.4,36.2
300,SO-2024-000300,11,2,2024-01-11,2024-01-15,2024-01-14,Delivered,6367.56,66.76
301,SO-2024-000301,146,1,2024-01-11,2024-01-14,2024-01-13,Delivered,2708.3,98.23
302,SO-2024-000302,105,2,2024-01-11,2024-01-24,2024-01-12,Delivered,3696.48,29.99
303,SO-2024-000303,15,2,2024-01-11,2024-01-15,2024-01-15,Delivered,54462.74,91.57
304,SO-2024-000304,51,4,2024-01-11,2024-01-14,2024-01-14,Delivered,15037.38,29.19
305,SO-2024-000305,118,4,2024-01-11,2024-01-14,2024-01-16,Delivered,21342.36,23.3
306,SO-2024-000306,60,4,2024-01-11,2024-01-14,2024-01-15,Delivered,92893.27,30.32
307,SO-2024-000307,1,2,2024-01-11,2024-01-24,2024-01-16,Delivered,335421.04,49.95
308,SO-2024-000308,28,5,2024-01-11,2024-01-22,2024-01-13,Delivered,2082.54,78.79
309,SO-2024-000309,109,2,2024-01-11,2024-01-23,2024-01-14,Delivered,4360.2,31.52
310,SO-2024-000310,32,2,2024-01-11,2024-01-16,2024-01-15,Delivered,5314.54,41.73
311,SO-2024-000311,37,1,2024-01-11,2024-01-14,2024-01-13,Delivered,33762.64,31.21
312,SO-2024-000312,109,5,2024-01-11,2024-01-15,2024-01-16,Delivered,363.33,41.88
313,SO-2024-000313,47,3,2024-01-11,2024-01-17,2024-01-16,Delivered,14060.5,56.98
314,SO-2024-000314,78,4,2024-01-11,2024-01-14,2024-01-16,Delivered,547.99,61.59
315,SO-2024-000315,14,5,2024-01-11,2024-01-19,2024-01-15,Delivered,251100.3,27.19
316,SO-2024-000316,90,4,2024-01-11,2024-01-23,2024-01-12,Delivered,180019.73,56.12
317,SO-2024-000317,29,4,2024-01-11,2024-01-17,2024-01-13,Delivered,222432.28,52.75
318,SO-2024-000318,147,3,2024-01-11,2024-01-19,2024-01-16,Delivered,273998.38,28.55
319,SO-2024-000319,114,4,2024-01-11,2024-01-20,2024-01-13,Delivered,2320.7,23.43
320,SO-2024-000320,90,1,2024-01-11,2024-01-17,2024-01-15,Delivered,63210.07,45.41
321,SO-2024-000321,110,4,2024-01-11,2024-01-22,2024-01-13,Delivered,4753.08,36.81
322,SO-2024-000322,129,5,2024-01-11,2024-01-17,2024-01-16,Delivered,453629.79,73.97
323,SO-2024-000323,32,2,2024-01-11,2024-01-18,2024-01-13,Delivered,5734.98,73.45
324,SO-2024-000324,39,2,2024-01-11,2024-01-22,2024-01-16,Delivered,8989.97,84.47
325,SO-2024-000325,136,1,2024-01-11,2024-01-15,2024-01-15,Delivered,197640.95,68.43
326,SO-2024-000326,103,3,2024-01-11,2024-01-21,2024-01-15,Delivered,191486.94,23.53
327,SO-2024-000327,52,4,2024-01-12,2024-01-23,2024-01-16,Delivered,42394.68,77.93
328,SO-2024-000328,123,2,2024-01-12,2024-01-16,2024-01-13,Delivered,3661.16,55.33
329,SO-2024-000329,2,3,2024-01-12,2024-01-24,2024-01-15,Delivered,87443.75,50.35
330,SO-2024-000330,136,3,2024-01-12,2024-01-24,2024-01-16,Delivered,319914.2,44.71
331,SO-2024-000331,63,5,2024-01-12,2024-01-24,2024-01-13,Delivered,139123.68,18.8
332,SO-2024-000332,135,1,2024-01-12,2024-01-21,2024-01-15,Delivered,448397.94,13.61
333,SO-2024-000333,102,2,2024-01-12,2024-01-17,2024-01-14,Delivered,1006.5,91.52
334,SO-2024-000334,104,1,2024-01-12,2024-01-21,2024-01-15,Delivered,293376.43,97.62
335,SO-2024-000335,66,3,2024-01-12,2024-01-15,2024-01-17,Delivered,164465.95,62.01
336,SO-2024-000336,48,2,2024-01-12,2024-01-16,2024-01-16,Delivered,3891.32,46.47
337,SO-2024-000337,14,3,2024-01-12,2024-01-15,2024-01-17,Delivered,242117.54,22.01
338,SO-2024-000338,125,4,2024-01-12,2024-01-24,2024-01-15,Delivered,22449.1,91.19
339,SO-2024-000339,30,2,2024-01-12,2024-01-24,2024-01-16,Delivered,80774.15,52.29
340,SO-2024-000340,27,1,2024-01-12,2024-01-26,2024-01-16,Delivered,3302.68,37.72
341,SO-2024-000341,27,5,2024-01-12,2024-01-20,2024-01-15,Delivered,8176.71,26.26
342,SO-2024-000342,118,3,2024-01-12,2024-01-16,2024-01-14,Delivered,608.1,99.31
343,SO-2024-000343,45,2,2024-01-12,2024-01-17,2024-01-13,Delivered,24454.74,25.24
344,SO-2024-000344,2,5,2024-01-12,2024-01-26,2024-01-17,Delivered,90689.6,60.44
345,SO-2024-000345,66,2,2024-01-12,2024-01-21,2024-01-13,Delivered,238235.39,36.95
346,SO-2024-000346,70,3,2024-01-12,2024-01-26,2024-01-17,Delivered,318035.81,20.23
347,SO-2024-000347,68,3,2024-01-12,2024-01-24,2024-01-13,Delivered,170173.7,22.8
348,SO-2024-000348,105,3,2024-01-12,2024-01-25,2024-01-17,Delivered,5826.58,76.88
349,SO-2024-000349,90,3,2024-01-12,2024-01-15,2024-01-13,Delivered,111059.96,32.75
350,SO-2024-000350,130,5,2024-01-12,2024-01-17,2024-01-13,Delivered,179379.28,13.02
351,SO-2024-000351,6,2,2024-01-12,2024-01-16,2024-01-17,Delivered,6566.92,30.61
352,SO-2024-000352,42,2,2024-01-12,2024-01-19,2024-01-16,Delivered,1445.86,52.18
353,SO-2024-000353,108,4,2024-01-12,2024-01-16,2024-01-16,Delivered,4264.36,93.63
354,SO-2024-000354,7,2,2024-01-12,2024-01-18,2024-01-14,Delivered,3351.85,20.42
355,SO-2024-000355,103,2,2024-01-12,2024-01-24,2024-01-16,Delivered,546345.71,82.9
356,SO-2024-000356,56,4,2024-01-12,2024-01-16,2024-01-15,Delivered,1894.58,93.55
357,SO-2024-000357,93,4,2024-01-12,2024-01-15,2024-01-16,Delivered,159156.17,22.56
358,SO-2024-000358,102,4,2024-01-12,2024-01-22,2024-01-14,Delivered,8116.61,58.33
359,SO-2024-000359,74,1,2024-01-12,2024-01-24,2024-01-14,Delivered,18478.72,20.75
360,SO-2024-000360,112,5,2024-01-12,2024-01-22,2024-01-17,Delivered,5408.1,48.26
361,SO-2024-000361,12,1,2024-01-12,2024-01-18,2024-01-13,Delivered,217987.94,45.79
362,SO-2024-000362,145,3,2024-01-12,2024-01-21,2024-01-16,Delivered,119.84,74.54
363,SO-2024-000363,136,4,2024-01-12,2024-01-20,2024-01-13,Delivered,428392.09,82.54
364,SO-2024-000364,138,3,2024-01-12,2024-01-20,2024-01-17,Delivered,11945.64,56.28
365,SO-2024-000365,66,5,2024-01-12,2024-01-19,2024-01-13,Delivered,182370.61,41.08
366,SO-2024-000366,5,3,2024-01-13,2024-01-16,2024-01-15,Delivered,29597.45,97.28
367,SO-2024-000367,107,4,2024-01-13,2024-01-27,2024-01-15,Delivered,50250.73,94.3
368,SO-2024-000368,122,4,2024-01-13,2024-01-19,2024-01-15,Delivered,18492.12,22.59
369,SO-2024-000369,119,4,2024-01-13,2024-01-17,2024-01-17,Delivered,3407.16,25.55
370,SO-2024-000370,138,4,2024-01-13,2024-01-26,2024-01-14,Delivered,5666.19,17.95
371,SO-2024-000371,67,1,2024-01-13,2024-01-26,2024-01-18,Delivered,90565.15,86.14
372,SO-2024-000372,6,1,2024-01-13,2024-01-23,2024-01-15,Delivered,3605.43,87.87
373,SO-2024-000373,124,2,2024-01-13,2024-01-23,2024-01-18,Delivered,51298.64,40.82
374,SO-2024-000374,64,5,2024-01-13,2024-01-17,2024-01-16,Delivered,18382.5,40.34
375,SO-2024-000375,5,4,2024-01-13,2024-01-22,2024-01-17,Delivered,36743.59,51.15
376,SO-2024-000376,128,2,2024-01-13,2024-01-24,2024-01-15,Delivered,20750.0,44.45
377,SO-2024-000377,82,2,2024-01-13,2024-01-27,2024-01-14,Delivered,2064.15,46.58
378,SO-2024-000378,92,3,2024-01-13,2024-01-18,2024-01-16,Delivered,185165.59,81.93
379,SO-2024-000379,56,4,2024-01-13,2024-01-16,2024-01-18,Delivered,23658.1,82.87
380,SO-2024-000380,114,1,2024-01-14,2024-01-23,2024-01-19,Delivered,991.94,48.87
381,SO-2024-000381,91,4,2024-01-14,2024-01-24,2024-01-16,Delivered,35514.82,33.01
382,SO-2024-000382,37,2,2024-01-14,2024-01-20,2024-01-16,Delivered,11718.87,37.52
383,SO-2024-000383,9,3,2024-01-14,2024-01-23,2024-01-19,Delivered,130957.62,83.18
384,SO-2024-000384,59,2,2024-01-14,2024-01-26,2024-01-15,Delivered,72848.98,27.97
385,SO-2024-000385,59,2,2024-01-14,2024-01-28,2024-01-17,Delivered,31713.4,15.25
386,SO-2024-000386,53,3,2024-01-14,2024-01-21,2024-01-16,Delivered,111452.35,12.4
387,SO-2024-000387,47,5,2024-01-14,2024-01-24,2024-01-18,Delivered,159.48,90.39
388,SO-2024-000388,144,3,2024-01-14,2024-01-23,2024-01-18,Delivered,173856.09,81.39
389,SO-2024-000389,57,1,2024-01-14,2024-01-28,2024-01-19,Delivered,204434.68,65.13
390,SO-2024-000390,78,4,2024-01-14,2024-01-28,2024-01-15,Delivered,15864.88,46.63
391,SO-2024-000391,92,1,2024-01-14,2024-01-18,2024-01-18,Delivered,159621.22,41.27
392,SO-2024-000392,61,1,2024-01-14,2024-01-23,2024-01-19,Delivered,143214.18,43.78
393,SO-2024-000393,71,5,2024-01-14,2024-01-20,2024-01-18,Delivered,85590.33,58.6
394,SO-2024-000394,28,3,2024-01-14,2024-01-27,2024-01-15,Delivered,7827.48,24.64
395,SO-2024-000395,20,1,2024-01-15,2024-01-18,2024-01-19,Delivered,250765.28,67.84
396,SO-2024-000396,133,1,2024-01-15,2024-01-18,2024-01-17,Delivered,125407.53,19.97
397,SO-2024-000397,30,3,2024-01-15,2024-01-19,2024-01-18,Delivered,316099.2,99.2
398,SO-2024-000398,79,2,2024-01-15,2024-01-21,2024-01-20,Delivered,9240.75,29.84
399,SO-2024-000399,143,5,2024-01-15,2024-01-23,2024-01-18,Delivered,133396.36,45.91
400,SO-2024-000400,33,3,2024-01-15,2024-01-25,2024-01-20,Delivered,182186.29,54.82
401,SO-2024-000401,110,1,2024-01-15,2024-01-27,2024-01-19,Delivered,3283.38,66.25
402,SO-2024-000402,15,4,2024-01-15,2024-01-22,2024-01-18,Delivered,346908.45,51.96
403,SO-2024-000403,93,4,2024-01-15,2024-01-21,2024-01-20,Delivered,328693.98,90.56
404,SO-2024-000404,111,4,2024-01-15,2024-01-21,2024-01-20,Delivered,45399.39,50.58
405,SO-2024-000405,92,4,2024-01-15,2024-01-23,2024-01-19,Delivered,507077.19,95.56
406,SO-2024-000406,13,1,2024-01-15,2024-01-26,2024-01-17,Delivered,129800.25,29.32
407,SO-2024-000407,121,3,2024-01-15,2024-01-21,2024-01-16,Delivered,15701.36,60.8
408,SO-2024-000408,56,3,2024-01-15,2024-01-25,2024-01-20,Delivered,6721.77,71.95
409,SO-2024-000409,122,3,2024-01-15,2024-01-24,2024-01-20,Delivered,6729.75,17.77
410,SO-2024-000410,39,5,2024-01-15,2024-01-20,2024-01-20,Delivered,2259.57,84.39
411,SO-2024-000411,66,4,2024-01-15,2024-01-22,2024-01-18,Delivered,132509.71,43.7
412,SO-2024-000412,80,1,2024-01-15,2024-01-20,2024-01-17,Delivered,12562.8,87.91
413,SO-2024-000413,83,5,2024-01-15,2024-01-28,2024-01-16,Delivered,80108.48,17.47
414,SO-2024-000414,73,3,2024-01-15,2024-01-18,2024-01-19,Delivered,292.6,99.96
415,SO-2024-000415,121,2,2024-01-15,2024-01-29,2024-01-19,Delivered,7338.12,47.6
416,SO-2024-000416,129,2,2024-01-15,2024-01-18,2024-01-16,Delivered,109462.8,46.57
417,SO-2024-000417,25,2,2024-01-15,2024-01-24,2024-01-17,Delivered,14792.32,25.04
418,SO-2024-000418,87,5,2024-01-15,2024-01-21,2024-01-20,Delivered,26516.47,61.63
419,SO-2024-000419,103,4,2024-01-15,2024-01-28,2024-01-19,Delivered,249004.67,84.04
420,SO-2024-000420,94,3,2024-01-15,2024-01-20,2024-01-16,Delivered,479943.81,45.29
421,SO-2024-000421,134,4,2024-01-15,2024-01-24,2024-01-19,Delivered,71776.27,85.39
422,SO-2024-000422,90,2,2024-01-15,2024-01-26,2024-01-19,Delivered,110923.09,93.15
423,SO-2024-000423,1,1,2024-01-15,2024-01-28,2024-01-17,Delivered,157219.76,24.36
424,SO-2024-000424,40,5,2024-01-15,2024-01-29,2024-01-19,Delivered,17408.21,48.89
425,SO-2024-000425,132,1,2024-01-15,2024-01-24,2024-01-16,Delivered,166000.25,59.66
426,SO-2024-000426,138,5,2024-01-15,2024-01-21,2024-01-17,Delivered,10409.78,82.46
427,SO-2024-000427,106,2,2024-01-15,2024-01-20,2024-01-18,Delivered,8181.12,41.5
428,SO-2024-000428,19,5,2024-01-15,2024-01-20,2024-01-16,Delivered,1033.24,57.45
429,SO-2024-000429,119,1,2024-01-15,2024-01-25,2024-01-20,Delivered,4900.77,10.19
430,SO-2024-000430,138,1,2024-01-15,2024-01-29,2024-01-18,Delivered,6360.02,49.81
431,SO-2024-000431,95,5,2024-01-15,2024-01-18,2024-01-18,Delivered,4961.48,51.78
432,SO-2024-000432,83,4,2024-01-15,2024-01-29,2024-01-18,Delivered,267351.49,73.76
433,SO-2024-000433,98,1,2024-01-15,2024-01-24,2024-01-17,Delivered,134618.05,18.78
434,SO-2024-000434,32,2,2024-01-15,2024-01-27,2024-01-16,Delivered,5423.18,37.35
435,SO-2024-000435,134,1,2024-01-15,2024-01-21,2024-01-16,Delivered,93837.34,30.73
436,SO-2024-000436,63,1,2024-01-16,2024-01-26,2024-01-20,Delivered,309565.51,76.34
437,SO-2024-000437,66,5,2024-01-16,2024-01-23,2024-01-18,Delivered,499801.57,70.4
438,SO-2024-000438,100,2,2024-01-16,2024-01-21,2024-01-19,Delivered,409.7,74.59
439,SO-2024-000439,21,2,2024-01-16,2024-01-20,2024-01-17,Delivered,1282.45,90.28
440,SO-2024-000440,23,1,2024-01-16,2024-01-26,2024-01-20,Delivered,357863.2,58.32
441,SO-2024-000441,99,5,2024-01-16,2024-01-20,2024-01-17,Delivered,2187.17,86.24
442,SO-2024-000442,119,2,2024-01-16,2024-01-28,2024-01-21,Delivered,3706.02,61.22
443,SO-2024-000443,50,4,2024-01-16,2024-01-24,2024-01-17,Delivered,298275.15,63.94
444,SO-2024-000444,72,5,2024-01-16,2024-01-25,2024-01-20,Delivered,12176.48,15.87
445,SO-2024-000445,54,1,2024-01-16,2024-01-29,2024-01-21,Delivered,140317.67,60.4
446,SO-2024-000446,72,2,2024-01-16,2024-01-24,2024-01-21,Delivered,15636.15,93.5
447,SO-2024-000447,15,4,2024-01-16,2024-01-25,2024-01-21,Delivered,115621.17,54.67
448,SO-2024-000448,89,1,2024-01-16,2024-01-24,2024-01-18,Delivered,253993.88,81.08
449,SO-2024-000449,14,2,2024-01-16,2024-01-25,2024-01-21,Delivered,117122.74,95.98
450,SO-2024-000450,51,5,2024-01-16,2024-01-27,2024-01-18,Delivered,18244.74,45.72
451,SO-2024-000451,25,3,2024-01-16,2024-01-20,2024-01-17,Delivered,5880.31,68.29
452,SO-2024-000452,86,3,2024-01-16,2024-01-19,2024-01-17,Delivered,7905.62,82.93
453,SO-2024-000453,127,2,2024-01-16,2024-01-24,2024-01-21,Delivered,180280.91,12.89
454,SO-2024-000454,47,2,2024-01-16,2024-01-26,2024-01-20,Delivered,9364.49,31.72
455,SO-2024-000455,96,5,2024-01-16,2024-01-27,2024-01-21,Delivered,724.3,37.18
456,SO-2024-000456,9,3,2024-01-16,2024-01-21,2024-01-17,Delivered,204860.38,20.6
457,SO-2024-000457,47,5,2024-01-16,2024-01-26,2024-01-17,Delivered,7612.44,64.94
458,SO-2024-000458,40,2,2024-01-16,2024-01-29,2024-01-17,Delivered,29994.37,73.73
459,SO-2024-000459,8,4,2024-01-16,2024-01-23,2024-01-20,Delivered,5681.41,61.9
460,SO-2024-000460,145,2,2024-01-16,2024-01-22,2024-01-19,Delivered,22921.82,81.2
461,SO-2024-000461,65,3,2024-01-16,2024-01-25,2024-01-18,Delivered,121814.62,31.2
462,SO-2024-000462,45,4,2024-01-16,2024-01-20,2024-01-18,Delivered,8516.7,67.01
463,SO-2024-000463,135,5,2024-01-16,2024-01-23,2024-01-18,Delivered,198634.17,67.62
464,SO-2024-000464,6,1,2024-01-16,2024-01-24,2024-01-19,Delivered,1964.27,76.79
465,SO-2024-000465,147,1,2024-01-16,2024-01-22,2024-01-19,Delivered,123043.03,59.94
466,SO-2024-000466,100,3,2024-01-16,2024-01-24,2024-01-21,Delivered,1318.2,84.25
467,SO-2024-000467,33,2,2024-01-16,2024-01-30,2024-01-21,Delivered,110791.54,84.21
468,SO-2024-000468,130,5,2024-01-16,2024-01-28,2024-01-19,Delivered,122475.66,25.36
469,SO-2024-000469,99,3,2024-01-16,2024-01-21,2024-01-18,Delivered,139.14,13.79
470,SO-2024-000470,36,2,2024-01-17,2024-01-22,2024-01-20,Delivered,4393.63,96.85
471,SO-2024-000471,131,1,2024-01-17,2024-01-28,2024-01-20,Delivered,1142.1,51.69
472,SO-2024-000472,23,3,2024-01-17,2024-01-29,2024-01-20,Delivered,215801.78,28.8
473,SO-2024-000473,145,2,2024-01-17,2024-01-23,2024-01-20,Delivered,4577.4,39.13
474,SO-2024-000474,64,4,2024-01-17,2024-01-24,2024-01-19,Delivered,16522.56,47.89
475,SO-2024-000475,106,3,2024-01-17,2024-01-28,2024-01-21,Delivered,809.76,21.44
476,SO-2024-000476,17,2,2024-01-17,2024-01-30,2024-01-21,Delivered,140222.1,62.11
477,SO-2024-000477,69,4,2024-01-17,2024-01-29,2024-01-18,Delivered,11647.76,19.08
478,SO-2024-000478,81,5,2024-01-17,2024-01-23,2024-01-21,Delivered,86826.1,14.13
479,SO-2024-000479,94,4,2024-01-17,2024-01-20,2024-01-19,Delivered,477197.49,51.2
480,SO-2024-000480,112,2,2024-01-17,2024-01-24,2024-01-19,Delivered,11688.96,89.68
481,SO-2024-000481,115,2,2024-01-17,2024-01-24,2024-01-22,Delivered,256808.62,29.17
482,SO-2024-000482,107,5,2024-01-17,2024-01-30,2024-01-19,Delivered,429140.57,16.64
483,SO-2024-000483,40,4,2024-01-17,2024-01-21,2024-01-18,Delivered,1737.06,71.38
484,SO-2024-000484,11,3,2024-01-17,2024-01-27,2024-01-21,Delivered,1241.19,27.2
485,SO-2024-000485,30,1,2024-01-17,2024-01-23,2024-01-19,Delivered,106836.34,90.89
486,SO-2024-000486,112,1,2024-01-17,2024-01-27,2024-01-19,Delivered,6611.67,80.96
487,SO-2024-000487,38,3,2024-01-17,2024-01-21,2024-01-20,Delivered,133654.0,79.36
488,SO-2024-000488,82,1,2024-01-17,2024-01-23,2024-01-19,Delivered,2764.24,85.59
489,SO-2024-000489,18,2,2024-01-17,2024-01-31,2024-01-22,Delivered,490.51,22.21
490,SO-2024-000490,120,3,2024-01-17,2024-01-27,2024-01-18,Delivered,566513.49,84.45
491,SO-2024-000491,102,3,2024-01-17,2024-01-20,2024-01-18,Delivered,650.1,66.85
492,SO-2024-000492,134,2,2024-01-17,2024-01-22,2024-01-20,Delivered,194173.25,23.51
493,SO-2024-000493,40,3,2024-01-17,2024-01-20,2024-01-20,Delivered,2364.59,79.85
494,SO-2024-000494,88,3,2024-01-17,2024-01-21,2024-01-19,Delivered,205098.14,50.43
495,SO-2024-000495,91,4,2024-01-17,2024-01-27,2024-01-20,Delivered,14013.49,36.85
496,SO-2024-000496,69,2,2024-01-17,2024-01-24,2024-01-22,Delivered,2100.33,35.83
497,SO-2024-000497,4,3,2024-01-17,2024-01-28,2024-01-22,Delivered,225993.25,86.43
498,SO-2024-000498,142,5,2024-01-17,2024-01-25,2024-01-18,Delivered,186461.2,63.15
499,SO-2024-000499,67,1,2024-01-17,2024-01-22,2024-01-21,Delivered,135930.63,15.35
500,SO-2024-000500,69,4,2024-01-17,2024-01-23,2024-01-20,Delivered,12704.94,44.46
501,SO-2024-000501,67,4,2024-01-17,2024-01-22,2024-01-19,Delivered,160023.79,48.31
502,SO-2024-000502,32,1,2024-01-18,2024-01-23,2024-01-20,Delivered,20272.77,23.33
503,SO-2024-000503,54,1,2024-01-18,2024-01-22,2024-01-19,Delivered,121663.22,83.67
504,SO-2024-000504,74,2,2024-01-18,2024-01-23,2024-01-21,Delivered,8667.96,52.28
505,SO-2024-000505,36,4,2024-01-18,2024-01-22,2024-01-21,Delivered,4686.07,26.24
506,SO-2024-000506,21,1,2024-01-18,2024-01-26,2024-01-21,Delivered,7797.43,99.25
507,SO-2024-000507,114,5,2024-01-18,2024-01-22,2024-01-22,Delivered,7775.42,40.48
508,SO-2024-000508,128,2,2024-01-18,2024-01-28,2024-01-23,Delivered,21088.29,18.13
509,SO-2024-000509,26,3,2024-01-18,2024-01-23,2024-01-20,Delivered,90491.92,83.41
510,SO-2024-000510,103,5,2024-01-18,2024-01-21,2024-01-21,Delivered,215018.0,34.13
511,SO-2024-000511,136,5,2024-01-18,2024-01-28,2024-01-23,Delivered,17622.5,45.81
512,SO-2024-000512,84,2,2024-01-18,2024-01-21,2024-01-23,Delivered,493.02,51.67
513,SO-2024-000513,32,2,2024-01-18,2024-01-22,2024-01-19,Delivered,24204.99,60.04
514,SO-2024-000514,148,1,2024-01-18,2024-01-28,2024-01-23,Delivered,104986.07,58.15
515,SO-2024-000515,10,1,2024-01-18,2024-01-25,2024-01-19,Delivered,108493.14,15.94
516,SO-2024-000516,97,3,2024-01-18,2024-01-28,2024-01-20,Delivered,166607.1,34.47
517,SO-2024-000517,113,4,2024-01-18,2024-02-01,2024-01-21,Delivered,5486.76,65.33
518,SO-2024-000518,11,5,2024-01-18,2024-02-01,2024-01-22,Delivered,16962.6,61.42
519,SO-2024-000519,109,2,2024-01-18,2024-01-24,2024-01-21,Delivered,3145.97,96.78
520,SO-2024-000520,107,4,2024-01-18,2024-01-24,2024-01-23,Delivered,506310.76,78.42
521,SO-2024-000521,61,5,2024-01-18,2024-01-28,2024-01-22,Delivered,180150.39,25.13
522,SO-2024-000522,9,5,2024-01-18,2024-01-26,2024-01-21,Delivered,93035.47,89.25
523,SO-2024-000523,95,1,2024-01-18,2024-01-28,2024-01-20,Delivered,531.6,96.69
524,SO-2024-000524,33,2,2024-01-18,2024-01-25,2024-01-23,Delivered,40408.49,21.07
525,SO-2024-000525,66,5,2024-01-18,2024-01-23,2024-01-19,Delivered,94304.11,24.99
526,SO-2024-000526,99,1,2024-01-18,2024-01-28,2024-01-22,Delivered,25670.94,13.51
527,SO-2024-000527,127,1,2024-01-18,2024-01-30,2024-01-20,Delivered,77801.8,83.01
528,SO-2024-000528,45,4,2024-01-18,2024-01-27,2024-01-22,Delivered,3016.6,68.78
529,SO-2024-000529,118,1,2024-01-18,2024-02-01,2024-01-21,Delivered,1297.57,84.07
530,SO-2024-000530,84,3,2024-01-18,2024-02-01,2024-01-23,Delivered,5815.81,86.86
531,SO-2024-000531,47,2,2024-01-18,2024-01-24,2024-01-19,Delivered,3711.05,93.92
532,SO-2024-000532,48,3,2024-01-18,2024-01-30,2024-01-23,Delivered,11274.55,82.84
533,SO-2024-000533,105,4,2024-01-18,2024-01-28,2024-01-21,Delivered,23040.21,55.56
534,SO-2024-000534,120,3,2024-01-18,2024-01-27,2024-01-19,Delivered,344124.97,92.11
535,SO-2024-000535,66,5,2024-01-18,2024-01-23,2024-01-19,Delivered,87385.03,12.07
536,SO-2024-000536,75,4,2024-01-18,2024-01-23,2024-01-19,Delivered,17912.24,24.08
537,SO-2024-000537,57,2,2024-01-18,2024-01-27,2024-01-19,Delivered,204712.75,73.72
538,SO-2024-000538,85,2,2024-01-18,2024-01-22,2024-01-23,Delivered,174452.83,66.22
539,SO-2024-000539,23,3,2024-01-18,2024-01-25,2024-01-20,Delivered,545797.92,51.61
540,SO-2024-000540,21,5,2024-01-18,2024-01-21,2024-01-22,Delivered,22690.49,70.07
541,SO-2024-000541,137,4,2024-01-18,2024-01-23,2024-01-21,Delivered,29584.89,72.57
542,SO-2024-000542,24,1,2024-01-18,2024-01-21,2024-01-19,Delivered,6703.7,35.22
543,SO-2024-000543,91,2,2024-01-19,2024-01-26,2024-01-23,Delivered,4832.09,92.49
544,SO-2024-000544,43,5,2024-01-19,2024-02-02,2024-01-23,Delivered,185214.08,65.76
545,SO-2024-000545,10,2,2024-01-19,2024-01-26,2024-01-21,Delivered,353275.46,24.53
546,SO-2024-000546,88,1,2024-01-19,2024-01-22,2024-01-22,Delivered,218508.16,85.85
547,SO-2024-000547,8,5,2024-01-19,2024-01-25,2024-01-23,Delivered,4624.29,42.92
548,SO-2024-000548,9,4,2024-01-19,2024-01-30,2024-01-21,Delivered,217286.3,78.9
549,SO-2024-000549,19,1,2024-01-19,2024-01-29,2024-01-22,Delivered,1200.24,13.23
